"MATRICOLA","CODICE","ESAME","DATA","VOTO","TIPO"
2122375,"0100011","APPLICAZIONI DI MATEMATICHE SUPERIORI","05/07/1999",26,"Superato"
2122375,"0100020","CALCOLO DELLE PROBABILITA'","10/10/1997",30,"Superato"
2122375,"0100021","CALCOLI NUMERICI E GRAFICI","17/06/1997",28,"Superato"
2122375,"0100084","FISICA GENERALE I","04/12/1995",26,"Superato"
2122375,"0100085","FISICA GENERALE II","02/10/1996",26,"Superato"
2122375,"0100114","GEOMETRIA I","05/10/1995",24,"Superato"
2122375,"0100115","GEOMETRIA II","04/07/1996",28,"Superato"
2122375,"0100122","ISTITUZIONI DI FISICA MATEMATICA","03/06/1998",29,"Superato"
2122375,"0100140","MECCANICA RAZIONALE","31/01/1997",21,"Superato"
2122375,"0100175","TEORIA E APPLICAZ.MACCHINE CALCOLATRICI","28/01/1998",30,"Superato"
2122375,"0100242","ANALISI NUMERICA","14/10/1998",26,"Superato"
2122375,"0100409","LINGUAGGI PROGRAMMATIVI","10/03/1999",29,"Superato"
2124973,"0100001","ALGEBRA","07/02/1996",31,"Superato"
2124973,"0100004","ANALISI MATEMATICA I","06/10/1995",22,"Superato"
2124973,"0100006","ANALISI MATEMATICA II","08/10/1996",24,"Superato"
2124973,"0100011","APPLICAZIONI DI MATEMATICHE SUPERIORI","20/03/1998",30,"Superato"
2124973,"0100020","CALCOLO DELLE PROBABILITA'","13/10/1997",30,"Superato"
2124973,"0100021","CALCOLI NUMERICI E GRAFICI","17/06/1997",26,"Superato"
2124973,"0100084","FISICA GENERALE I","04/12/1995",28,"Superato"
2124973,"0100085","FISICA GENERALE II","11/06/1996",30,"Superato"
2124973,"0100114","GEOMETRIA I","06/07/1995",25,"Superato"
2124973,"0100115","GEOMETRIA II","04/07/1996",27,"Superato"
2124973,"0100135","LOGICA MATEMATICA","12/02/1999",30,"Superato"
2124973,"0100140","MECCANICA RAZIONALE","31/01/1997",26,"Superato"
2124973,"0100166","RICERCA OPERATIVA","15/06/1998",31,"Superato"
2124973,"0100175","TEORIA E APPLICAZ.MACCHINE CALCOLATRICI","16/12/1997",30,"Superato"
2124973,"0100242","ANALISI NUMERICA","14/10/1998",30,"Superato"
2124973,"0100409","LINGUAGGI PROGRAMMATIVI","14/04/1999",30,"Superato"
2207365,"0100001","ALGEBRA","15/02/1995",18,"Superato"
2207365,"0100004","ANALISI MATEMATICA I","03/11/1995",18,"Superato"
2207365,"0100006","ANALISI MATEMATICA II","11/06/1996",22,"Superato"
2207365,"0100021","CALCOLI NUMERICI E GRAFICI","28/04/2000",24,"Superato"
2207365,"0100084","FISICA GENERALE I","11/12/1995",19,"Superato"
2207365,"0100085","FISICA GENERALE II","24/02/1998",30,"Superato"
2207365,"0100114","GEOMETRIA I","08/02/1996",28,"Superato"
2207365,"0100115","GEOMETRIA II","29/01/1997",23,"Superato"
2207365,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","22/02/1999",27,"Superato"
2207365,"0100135","LOGICA MATEMATICA","04/07/1997",30,"Superato"
2207365,"0100136","MATEMATICHE COMPLEMENTARI","30/01/1998",26,"Superato"
2207365,"0100137","MATEMATICHE ELEMENT.DAL PUNTO D.V.S.","20/06/1997",24,"Superato"
2207365,"0100140","MECCANICA RAZIONALE","01/07/1999",25,"Superato"
2207365,"0100176","TEORIA DELLE FUNZIONI","04/02/2000",27,"Superato"
2207365,"0520110","MATEMATICA PER LE APPL.ECONOMICHE E FINANZIARIE","15/06/1998",28,"Superato"
2208642,"0100001","ALGEBRA","23/09/1993",19,"Convalidato"
2208642,"0100004","ANALISI MATEMATICA I","10/10/1994",24,"Convalidato"
2208642,"0100006","ANALISI MATEMATICA II","12/06/1996",22,"Superato"
2208642,"0100020","CALCOLO DELLE PROBABILITA'","15/06/1999",30,"Superato"
2208642,"0100084","FISICA GENERALE I","20/12/1995",23,"Superato"
2208642,"0100085","FISICA GENERALE II","29/09/1999",27,"Superato"
2208642,"0100114","GEOMETRIA I","28/10/1993",21,"Convalidato"
2208642,"0100115","GEOMETRIA II","06/02/1996",26,"Superato"
2208642,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","23/12/1999",30,"Superato"
2208642,"0100135","LOGICA MATEMATICA","09/09/1997",28,"Superato"
2208642,"0100137","MATEMATICHE ELEMENT.DAL PUNTO D.V.S.","20/06/1997",30,"Superato"
2208642,"0100140","MECCANICA RAZIONALE","30/01/1997",21,"Superato"
2208642,"0100176","TEORIA DELLE FUNZIONI","17/07/1998",27,"Superato"
2208642,"0100214","STORIA DELLE MATEMATICHE","06/11/1998",28,"Superato"
2208642,"0100882","PREPARAZIONE DI ESPERIENZE DIDATTICHE","10/02/2000",28,"Superato"
2208731,"0100001","ALGEBRA","29/09/1994",19,"Convalidato"
2208731,"0100004","ANALISI MATEMATICA I","25/10/1993",18,"Convalidato"
2208731,"0100006","ANALISI MATEMATICA II","08/03/1996",19,"Superato"
2208731,"0100011","APPLICAZIONI DI MATEMATICHE SUPERIORI","13/11/1998",30,"Superato"
2208731,"0100021","CALCOLI NUMERICI E GRAFICI","26/11/1997",22,"Superato"
2208731,"0100084","FISICA GENERALE I","29/11/1995",24,"Superato"
2208731,"0100085","FISICA GENERALE II","02/07/1998",27,"Superato"
2208731,"0100114","GEOMETRIA I","28/10/1993",18,"Convalidato"
2208731,"0100115","GEOMETRIA II","04/07/1995",27,"Superato"
2208731,"0100121","ISTITUZIONI DI ANALISI SUPERIORE","22/07/1997",28,"Superato"
2208731,"0100122","ISTITUZIONI DI FISICA MATEMATICA","27/01/2000",26,"Superato"
2208731,"0100135","LOGICA MATEMATICA","03/06/1996",30,"Superato"
2208731,"0100136","MATEMATICHE COMPLEMENTARI","08/06/1998",26,"Superato"
2208731,"0100140","MECCANICA RAZIONALE","02/10/1996",20,"Superato"
2208731,"0100175","TEORIA E APPLICAZ.MACCHINE CALCOLATRICI","14/04/1999",23,"Superato"
2209652,"0100001","ALGEBRA","15/02/1995",18,"Superato"
2209652,"0100004","ANALISI MATEMATICA I","07/06/1995",25,"Superato"
2209652,"0100006","ANALISI MATEMATICA II","13/06/1996",22,"Superato"
2209652,"0100021","CALCOLI NUMERICI E GRAFICI","28/04/2000",24,"Superato"
2209652,"0100084","FISICA GENERALE I","20/12/1995",19,"Superato"
2209652,"0100085","FISICA GENERALE II","24/02/1998",27,"Superato"
2209652,"0100114","GEOMETRIA I","08/02/1996",24,"Superato"
2209652,"0100115","GEOMETRIA II","29/01/1997",25,"Superato"
2209652,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","22/02/1999",27,"Superato"
2209652,"0100135","LOGICA MATEMATICA","04/07/1997",29,"Superato"
2209652,"0100136","MATEMATICHE COMPLEMENTARI","30/01/1998",28,"Superato"
2209652,"0100137","MATEMATICHE ELEMENT.DAL PUNTO D.V.S.","20/06/1997",28,"Superato"
2209652,"0100140","MECCANICA RAZIONALE","02/06/1999",23,"Superato"
2209652,"0100176","TEORIA DELLE FUNZIONI","04/02/2000",28,"Superato"
2209652,"0520110","MATEMATICA PER LE APPL.ECONOMICHE E FINANZIARIE","15/06/1998",25,"Superato"
2224064,"0100001","ALGEBRA","08/07/1996",23,"Superato"
2224064,"0100002","ALGEBRA SUPERIORE","02/02/2000",28,"Superato"
2224064,"0100004","ANALISI MATEMATICA I","06/02/1997",24,"Superato"
2224064,"0100006","ANALISI MATEMATICA II","11/02/1998",25,"Superato"
2224064,"0100084","FISICA GENERALE I","23/04/1997",26,"Superato"
2224064,"0100085","FISICA GENERALE II","26/06/1997",30,"Superato"
2224064,"0100114","GEOMETRIA I","10/07/1996",26,"Superato"
2224064,"0100115","GEOMETRIA II","06/10/1997",27,"Superato"
2224064,"0100121","ISTITUZIONI DI ANALISI SUPERIORE","28/06/1999",25,"Superato"
2224064,"0100122","ISTITUZIONI DI FISICA MATEMATICA","30/06/1999",28,"Superato"
2224064,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","17/11/1998",30,"Superato"
2224064,"0100138","MATEMATICHE SUPERIORI","30/06/1999",30,"Superato"
2224064,"0100140","MECCANICA RAZIONALE","02/07/1998",22,"Superato"
2224064,"0100214","STORIA DELLE MATEMATICHE","21/07/1998",30,"Superato"
2224064,"0100218","MECCANICA SUPERIORE","22/10/1999",30,"Superato"
2250128,"0100001","ALGEBRA","20/06/1996",25,"Superato"
2250128,"0100004","ANALISI MATEMATICA I","11/10/1996",25,"Superato"
2250128,"0100006","ANALISI MATEMATICA II","08/07/1997",30,"Superato"
2250128,"0100011","APPLICAZIONI DI MATEMATICHE SUPERIORI","14/09/1999",30,"Superato"
2250128,"0100021","CALCOLI NUMERICI E GRAFICI","16/06/1998",27,"Superato"
2250128,"0100084","FISICA GENERALE I","30/01/1997",27,"Superato"
2250128,"0100085","FISICA GENERALE II","12/02/1998",25,"Superato"
2250128,"0100114","GEOMETRIA I","04/07/1996",28,"Superato"
2250128,"0100115","GEOMETRIA II","05/06/1997",30,"Superato"
2250128,"0100135","LOGICA MATEMATICA","09/07/1998",30,"Superato"
2250128,"0100140","MECCANICA RAZIONALE","26/09/1997",26,"Superato"
2250128,"0100166","RICERCA OPERATIVA","01/10/1998",28,"Superato"
2250128,"0100175","TEORIA E APPLICAZ.MACCHINE CALCOLATRICI","26/01/1999",31,"Superato"
2250128,"0100242","ANALISI NUMERICA","13/07/1999",27,"Superato"
2250128,"0100409","LINGUAGGI PROGRAMMATIVI","11/01/2000",30,"Superato"
2252209,"0100001","ALGEBRA","30/01/1997",24,"Superato"
2252209,"0100002","ALGEBRA SUPERIORE","02/02/2000",30,"Superato"
2252209,"0100004","ANALISI MATEMATICA I","11/10/1996",25,"Superato"
2252209,"0100006","ANALISI MATEMATICA II","16/06/1997",25,"Superato"
2252209,"0100084","FISICA GENERALE I","25/02/1997",26,"Superato"
2252209,"0100085","FISICA GENERALE II","03/09/1997",27,"Superato"
2252209,"0100114","GEOMETRIA I","13/06/1996",27,"Superato"
2252209,"0100115","GEOMETRIA II","30/01/1998",23,"Superato"
2252209,"0100121","ISTITUZIONI DI ANALISI SUPERIORE","27/01/1999",30,"Superato"
2252209,"0100122","ISTITUZIONI DI FISICA MATEMATICA","30/06/1999",30,"Superato"
2252209,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","24/11/1998",28,"Superato"
2252209,"0100138","MATEMATICHE SUPERIORI","16/06/1999",30,"Superato"
2252209,"0100140","MECCANICA RAZIONALE","04/06/1998",24,"Superato"
2252209,"0100214","STORIA DELLE MATEMATICHE","21/07/1998",30,"Superato"
2252209,"0100218","MECCANICA SUPERIORE","22/10/1999",30,"Superato"
2282125,"0100001","ALGEBRA","09/06/1993",20,"Convalidato"
2282125,"0100004","ANALISI MATEMATICA I","25/10/1993",20,"Convalidato"
2282125,"0100006","ANALISI MATEMATICA II","25/07/1996",25,"Superato"
2282125,"0100021","CALCOLI NUMERICI E GRAFICI","15/06/1999",27,"Superato"
2282125,"0100084","FISICA GENERALE I","20/12/1995",24,"Superato"
2282125,"0100085","FISICA GENERALE II","28/10/1999",30,"Superato"
2282125,"0100114","GEOMETRIA I","10/11/1994",19,"Convalidato"
2282125,"0100115","GEOMETRIA II","24/02/1997",28,"Superato"
2282125,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","27/11/1998",30,"Superato"
2282125,"0100135","LOGICA MATEMATICA","05/06/1997",31,"Superato"
2282125,"0100136","MATEMATICHE COMPLEMENTARI","20/02/1998",30,"Superato"
2282125,"0100137","MATEMATICHE ELEMENT.DAL PUNTO D.V.S.","03/10/1997",28,"Superato"
2282125,"0100140","MECCANICA RAZIONALE","08/11/1996",21,"Superato"
2282125,"0100176","TEORIA DELLE FUNZIONI","24/10/2000",28,"Superato"
2282125,"0520110","MATEMATICA PER LE APPL.ECONOMICHE E FINANZIARIE","15/06/1998",26,"Superato"
2328345,"0100001","ALGEBRA","03/06/1997",30,"Superato"
2328345,"0100002","ALGEBRA SUPERIORE","06/10/1999",30,"Superato"
2328345,"0100004","ANALISI MATEMATICA I","24/09/1997",28,"Superato"
2328345,"0100006","ANALISI MATEMATICA II","03/06/1998",27,"Superato"
2328345,"0100007","ANALISI SUPERIORE","15/06/2000",30,"Superato"
2328345,"0100084","FISICA GENERALE I","06/02/1998",28,"Superato"
2328345,"0100085","FISICA GENERALE II","13/10/1998",31,"Superato"
2328345,"0100114","GEOMETRIA I","03/07/1997",31,"Superato"
2328345,"0100115","GEOMETRIA II","07/09/1998",28,"Superato"
2328345,"0100121","ISTITUZIONI DI ANALISI SUPERIORE","16/07/1999",30,"Superato"
2328345,"0100122","ISTITUZIONI DI FISICA MATEMATICA","02/06/1999",31,"Superato"
2328345,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","14/06/1999",30,"Superato"
2328345,"0100138","MATEMATICHE SUPERIORI","14/06/2000",31,"Superato"
2328345,"0100140","MECCANICA RAZIONALE","01/07/1998",30,"Superato"
2328345,"0100179","TOPOLOGIA","14/09/1999",31,"Superato"
2336534,"0100001","ALGEBRA","03/06/1997",24,"Superato"
2336534,"0100002","ALGEBRA SUPERIORE","06/10/1999",30,"Superato"
2336534,"0100004","ANALISI MATEMATICA I","12/02/1998",29,"Superato"
2336534,"0100006","ANALISI MATEMATICA II","21/09/1998",27,"Superato"
2336534,"0100007","ANALISI SUPERIORE","15/06/2000",30,"Superato"
2336534,"0100084","FISICA GENERALE I","10/06/1998",28,"Superato"
2336534,"0100085","FISICA GENERALE II","13/10/1998",31,"Superato"
2336534,"0100114","GEOMETRIA I","04/07/1997",25,"Superato"
2336534,"0100115","GEOMETRIA II","08/07/1998",28,"Superato"
2336534,"0100121","ISTITUZIONI DI ANALISI SUPERIORE","19/07/1999",31,"Superato"
2336534,"0100122","ISTITUZIONI DI FISICA MATEMATICA","02/06/1999",31,"Superato"
2336534,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","14/06/1999",31,"Superato"
2336534,"0100138","MATEMATICHE SUPERIORI","14/06/2000",31,"Superato"
2336534,"0100140","MECCANICA RAZIONALE","04/06/1998",30,"Superato"
2336534,"0100179","TOPOLOGIA","07/09/1999",30,"Superato"
2400238,"0100001","ALGEBRA","28/09/1995",24,"Convalidato"
2400238,"0100004","ANALISI MATEMATICA I","20/06/1995",21,"Convalidato"
2400238,"0100006","ANALISI MATEMATICA II","23/09/1996",25,"Convalidato"
2400238,"0100021","CALCOLI NUMERICI E GRAFICI","05/10/1998",26,"Superato"
2400238,"0100084","FISICA GENERALE I","23/06/1995",20,"Convalidato"
2400238,"0100085","FISICA GENERALE II","21/02/1997",28,"Superato"
2400238,"0100114","GEOMETRIA I","23/06/1995",24,"Convalidato"
2400238,"0100115","GEOMETRIA II","25/09/1996",21,"Convalidato"
2400238,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","03/02/1998",28,"Superato"
2400238,"0100135","LOGICA MATEMATICA","03/06/1997",30,"Superato"
2400238,"0100136","MATEMATICHE COMPLEMENTARI","29/01/1999",27,"Superato"
2400238,"0100137","MATEMATICHE ELEMENT.DAL PUNTO D.V.S.","16/07/1997",25,"Superato"
2400238,"0100140","MECCANICA RAZIONALE","27/09/1996",19,"Convalidato"
2400238,"0100176","TEORIA DELLE FUNZIONI","07/07/1999",29,"Superato"
2400238,"0100882","PREPARAZIONE DI ESPERIENZE DIDATTICHE","15/06/1998",30,"Superato"
2400288,"0100001","ALGEBRA","28/09/1995",20,"Convalidato"
2400288,"0100004","ANALISI MATEMATICA I","20/06/1995",26,"Convalidato"
2400288,"0100006","ANALISI MATEMATICA II","26/06/1996",25,"Convalidato"
2400288,"0100021","CALCOLI NUMERICI E GRAFICI","05/10/1998",30,"Superato"
2400288,"0100084","FISICA GENERALE I","20/06/1995",23,"Convalidato"
2400288,"0100085","FISICA GENERALE II","30/09/1996",23,"Convalidato"
2400288,"0100114","GEOMETRIA I","20/06/1995",28,"Convalidato"
2400288,"0100115","GEOMETRIA II","26/06/1996",24,"Convalidato"
2400288,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","03/02/1998",30,"Superato"
2400288,"0100135","LOGICA MATEMATICA","03/06/1997",31,"Superato"
2400288,"0100136","MATEMATICHE COMPLEMENTARI","29/01/1999",30,"Superato"
2400288,"0100137","MATEMATICHE ELEMENT.DAL PUNTO D.V.S.","16/07/1997",27,"Superato"
2400288,"0100140","MECCANICA RAZIONALE","26/06/1996",23,"Convalidato"
2400288,"0100176","TEORIA DELLE FUNZIONI","07/07/1999",28,"Superato"
2400288,"0100882","PREPARAZIONE DI ESPERIENZE DIDATTICHE","15/06/1998",30,"Superato"
2409167,"0100001","ALGEBRA","01/06/1995",18,"Convalidato"
2409167,"0100004","ANALISI MATEMATICA I","14/07/1994",25,"Convalidato"
2409167,"0100006","ANALISI MATEMATICA II","15/09/1997",27,"Superato"
2409167,"0100021","CALCOLI NUMERICI E GRAFICI","02/02/2000",28,"Superato"
2409167,"0100084","FISICA GENERALE I","15/07/1996",18,"Convalidato"
2409167,"0100085","FISICA GENERALE II","01/06/2000",28,"Superato"
2409167,"0100114","GEOMETRIA I","20/10/1995",19,"Convalidato"
2409167,"0100115","GEOMETRIA II","05/06/1997",28,"Superato"
2409167,"0100125","ISTITUZIONI DI GEOMETRIA SUPERIORE","29/09/1998",30,"Superato"
2409167,"0100135","LOGICA MATEMATICA","30/01/1998",30,"Superato"
2409167,"0100137","MATEMATICHE ELEMENT.DAL PUNTO D.V.S.","08/06/1998",30,"Superato"
2409167,"0100140","MECCANICA RAZIONALE","01/06/1999",31,"Superato"
2409167,"0100176","TEORIA DELLE FUNZIONI","10/02/1999",25,"Superato"
2409167,"0100179","TOPOLOGIA","22/07/1999",30,"Superato"
2409167,"0520110","MATEMATICA PER LE APPL.ECONOMICHE E FINANZIARIE","16/09/1999",25,"Superato"
